Tên sản phẩm,Loại sản phẩm,Mã SKU,LC_CN1_Tồn kho ban đầu,LC_CN1_Giá vốn khởi tạo,PL_Giá bán lẻ,PL_Giá nhập
Nam châm tủ lạnh,Thủ công mỹ nghệ,KG03,611,0,10.000,7.000
Cao sao vàng 3g (HP),Cao,8934900020016,380,0,5.000,4.000
Thuốc lá bao Lotus Trầm (20 điếu vỏ vàng),"Xì Gà, Thuốc Lá",8936031838812,302,0,60.000,44.000
Bưu ảnh( Post ảnh),Thủ công mỹ nghệ,KG/ANH,237,0,10.000,7.000
Đũa gỗ khảm trai,Đũa,SM/DUA,220,0,8.000,6.000
Thuốc lá Trump Silver demi BCNĐ,"Xì Gà, Thuốc Lá",8936031837396,172,0,40.000,30.000
Xì gà Domica slim (30 điếu/hộp),"Xì Gà, Thuốc Lá",8936030311156,160,0,150.000,111.000
Nam châm tăm,Thủ công mỹ nghệ,KG02,148,0,10.000,7.000
Thìa men kem,Hàng Gốm Sứ,THDTH001,147,0,30.000,22.000
Xì gà Lotus Slim (Hộp giấy 30 điếu),"Xì Gà, Thuốc Lá",8936031838690,145,0,100.000,74.000
Đũa dừa khẩu,Đũa,DUA/D/K,140,0,6.000,4.000
Đũa thốt nốt,Đũa,DUA/TN,140,0,6.000,4.000
Bookmark ảnh,Thủ công mỹ nghệ,KG01/A,118,0,10.000,7.000
đĩa muối vuông vẽ CL,Hàng Gốm Sứ,T/DMV/CL,111,0,40.000,30.000
Đũa gỗ đầu ngọc,Đũa,DUA/G/DN,110,0,8.000,6.000
GỐM TREO DECO MINI,Hàng Gốm Sứ,T/GTDC/MN,95,0,30.000,22.000
Gác đũa HB,Hàng Gốm Sứ,HB/GD,94,0,30.000,22.000
Thìa vẽ các loại L1,Hàng Gốm Sứ,ATVE01,92,0,30.000,22.000
Thìa cf các loại,Hàng Gốm Sứ,ATCF01,90,0,20.000,15.000
Đĩa muối men kem cl,Hàng Gốm Sứ,T/DM/MK,86,0,30.000,22.000
Bookmark tre,Thủ công mỹ nghệ,KG01,83,0,10.000,7.000
Thìa cà phê vẽ CL N,Hàng Gốm Sứ,ATCF01N,77,0,20.000,15.000
Thuốc lá bao Lotus Xì Gà Supper Slim BCNĐ 20 điếu/bao,"Xì Gà, Thuốc Lá",8936031835736,76,0,50.000,37.000
Gác đũa các loại,Hàng Gốm Sứ,gdcl,70,0,30.000,22.000
Cốc sen HB,Hàng Gốm Sứ,HB/C/SEN,67,0,80.000,59.000
Gác đũa vẽ CL N,Hàng Gốm Sứ,AGD/01N,63,0,30.000,22.000
Bookmark to,Thủ công mỹ nghệ,KG01/L,62,0,15.000,11.000
Mũ lưỡi trai cờ đỏ sao vàng,"Nón, Nón treo",MLTCDSV,60,0,40.000,30.000
Cốc trụ chấm,Hàng Gốm Sứ,HB/C/T/VC,60,0,80.000,59.000
Bát gáo dừa gắn trai,Hàng Sơn Mài,SM/BGDT,56,0,60.000,44.000
THÌA CF CL,Hàng Gốm Sứ,THCF/CL,55,0,10.000,7.000
Bát gáo dừa đồng quê NT,Hàng Sơn Mài,SM/BGD/DQ/NT,53,0,50.000,37.000
Đũa gỗ trắc cao cấp gắn trai(10đôi/vỉ),Đũa,G/DUA/CCTRAI,49,0,50.000,37.000
Gác đũa CL men kem,Hàng Gốm Sứ,T/GD/MK,48,0,30.000,22.000
Bát cơm hỏa biến sen,Hàng Gốm Sứ,HB/BC/SEN,48,0,70.000,52.000
ĐÔI ĐŨA SỨ,Đũa,T/DDUA/SU,44,0,20.000,15.000
Ví 2 khoá cô gái KT: 17x21,"Túi xách, Làn, Ví",V2KCG/17x21,42,0,50.000,37.000
Rượu Thanh Long 19% 100ml,Rượu,8938528985559,40,0,150.000,111.000
Cốc lọc trà TM,Hàng Gốm Sứ,CLTM01,40,0,120.000,89.000
Phin cà phê F8 đã in logo Thống Nhất,Phin CF,PCP/8/I/TN,40,0,80.000,59.000
"Áo T-shirt 5 cỡ (quang gánh, bản đồ, cô gái AD, phở)",Quần Áo,FV/A,39,0,300.000,222.000
Cốc lọc CF TM,Hàng Gốm Sứ,CFTM01,38,0,120.000,89.000
Gác thìa các loại men kem,Hàng Gốm Sứ,T/GTH/MK,37,0,30.000,22.000
Hạt điều hộp xếp hình hoa,"Đồ Ăn, Thức Uống",HD/H,37,0,100.000,74.000
Gác đũa men xanh ngọc,Hàng Gốm Sứ,MXN/GD,36,0,30.000,22.000
Cốc lọc trà 2 lớp,Hàng Gốm Sứ,CLTM04,35,0,120.000,89.000
Rượu mơ Yên Tử 100ml 19%,Rượu,8936105590097,35,0,150.000,111.000
Gác rượu SM,Hàng Sơn Mài,SM/GRU,35,0,180.000,133.000
MR.VIET Arabica - Cà Phê Rang Xay Túi 250g (MR.VIET Arabica - Ground Coffee 250g Bag),"Đồ Ăn, Thức Uống",8938506647851,34,0,200.000,148.000
Ví nắp lượn KT: 12X19,"Túi xách, Làn, Ví",VNL/12X19,33,0,50.000,37.000
Đĩa chấm men xanh ngọc,Hàng Gốm Sứ,MXN/DM,32,0,25.000,19.000
Rượu Sim Yên Tử 100ml 24%,Rượu,8936105590103/100,32,0,150.000,111.000
Cốc HB xanh dương,Hàng Gốm Sứ,HB/C/XD,30,0,80.000,59.000
Cốc hb có quai vẽ cl,Hàng Gốm Sứ,HB/C/Q/VE,30,0,90.000,67.000
Rượu mận ủ (Rồng may mắn) 16% 100ml,Rượu,M1MU0716100,29,0,150.000,111.000
Trà Hoa Hồng,"Đồ Ăn, Thức Uống",TRA/HH,29,0,50.000,37.000
Cốc Hb có quai XD,Hàng Gốm Sứ,HB/C/Q/XD,29,0,90.000,67.000
Hít giấy xoắn 3D,Thủ công mỹ nghệ,HGX/3D,28,0,30.000,22.000
Bát cơm vẽ hoa cl,Hàng Gốm Sứ,ABCOM02,27,0,50.000,37.000
Cốc CF thẳng có quai,Hàng Gốm Sứ,CF/CT/CQ,27,0,60.000,44.000
Rượu mùa cốm 100ml,Rượu,8938528985320,26,0,150.000,111.000
xoài sấy dẻo lọ 500g,"Đồ Ăn, Thức Uống",XSD/L/500G,26,0,120.000,89.000
Trà Atiso đỏ,"Đồ Ăn, Thức Uống",TRA/ATS,26,0,60.000,44.000
Cốc CF thẳng ko quai 4 màu,Hàng Gốm Sứ,CF/CT/4M,26,0,60.000,44.000
MẸT F25 VẼ PHONG CẢNH CL,Thủ công mỹ nghệ,TMET2501,26,0,500.000,370.000
Nón dây thổ cẩm,"Nón, Nón treo",ND/TC,26,0,100.000,74.000
Hộp trang sức SM hình chữ nhật KT 9x18,Hàng Sơn Mài,SM/HTS/9x18,26,0,300.000,222.000
"Áo dài hoa nhí, các loại",Quần Áo,CL/AODAI/HOA,25,"15.044,33",400.000,296.000
Bộ đũa bao gấm 5 đôi/1 vỉ,Đũa,DBG/5DOI,25,0,120.000,89.000
Sprite 320ml - hương chanh.,"Đồ Ăn, Thức Uống",8935049501718,24,0,12.000,9.000
Ken bia 330ml (chai lẻ),"Đồ Ăn, Thức Uống",8934822202330,24,0,24.000,18.000
Cốc vuốt HB,Hàng Gốm Sứ,HB/C/V,24,0,80.000,59.000
Áo dài thêu,Quần Áo,CL/AODAI/THEU,24,"7.912,09",600.000,444.000
"""MR.VIET Cà Phê Đường Phố - Cà Phê Rang Xay Túi 250g (MR.VIET Street Coffee - Ground Coffee 250g Bag)""","Đồ Ăn, Thức Uống",8936135431599,24,0,160.000,119.000
Nước khoáng Lavie 500ml (chai lẻ),"Đồ Ăn, Thức Uống",8935005801029,23,0,6.000,4.000
Trà San Tuyết,"Đồ Ăn, Thức Uống",TRA/ST,23,0,50.000,37.000
Bát mắm HB sen,Hàng Gốm Sứ,HB/BMM/SEN,23,0,50.000,37.000
Cốc HB,Hàng Gốm Sứ,C/HB,23,0,80.000,59.000
Hộp trang sức SM vuông 10x10,Hàng Sơn Mài,SM/HTS/10x10,23,0,200.000,148.000
Lọ mini vẽ các loại,Hàng Gốm Sứ,T/LH/MN/VE,23,0,50.000,37.000
Trà sâm dứa,"Đồ Ăn, Thức Uống",TRA/SD,23,0,60.000,44.000
MR.VIET Robusta - Cà Phê Rang Xay Túi 250g (MR.VIET Robusta - Ground Coffee 250g Bag),"Đồ Ăn, Thức Uống",8936135431773,23,0,160.000,119.000
Hà Nội bia 330ml (lon lẻ),"Đồ Ăn, Thức Uống",8936000440039,22,0,15.000,11.000
Móc khóa len thỏ cờ,Len,LEN/MKTC,22,0,60.000,44.000
Trà xanh hoa nhài,"Đồ Ăn, Thức Uống",TRA/XHN,22,0,120.000,89.000
Nấm đông trùng (GÓI),"Đồ Ăn, Thức Uống",NAM/DT,22,0,80.000,59.000
Chuông gió nhỏ,Hàng Gốm Sứ,CG01,22,0,100.000,74.000
Phin cà phê F7 đã in logo Thống Nhất,Phin CF,PCP/7/I/TN,22,0,70.000,52.000
Hạt điều lọ 500g,"Đồ Ăn, Thức Uống",H/DIEU/500G,22,0,125.000,93.000
Cam Sơn mài phi 8,Hàng Sơn Mài,SM/CAM8,22,0,80.000,59.000
MẸT F20 VẼ PHONG CẢNH CL,Thủ công mỹ nghệ,TMET2001,22,0,400.000,296.000
Sài gòn bia 330ml (lon lẻ),"Đồ Ăn, Thức Uống",8935012413321,21,0,15.000,11.000
Sổ ảnh Notebook,Thủ công mỹ nghệ,KG06,21,0,30.000,22.000
Rượu Hồng Liên 100ml,Rượu,8938528985962,21,0,150.000,111.000
Khay muối vuông HB sen,Hàng Gốm Sứ,HB/KHM/V/SEN,21,0,40.000,30.000
Cốc bút SM,Hàng Sơn Mài,SM/CB,21,0,100.000,74.000
Cốc cao men HB,Hàng Gốm Sứ,ACOCC002,21,0,60.000,44.000
Cốc CF màu (nhỡ),Hàng Gốm Sứ,CFTM07,21,0,60.000,44.000
Quýt sơn mài phi 10,Hàng Sơn Mài,SM/QUYT10,21,0,150.000,111.000
Hộp trang sức SM hình chữ nhật KT 8x12,Hàng Sơn Mài,SM/HTS/8x12,21,0,250.000,185.000
Rượu em mơ 100ml,Rượu,8938528985023,20,0,150.000,111.000
Thước len rùa 1,Len,LEN/TR1,20,0,50.000,37.000
ĐŨA DỪA DỌC,Đũa,DUA/D/D,20,0,6.000,4.000
Lọ chày sơn mài 20,Hàng Sơn Mài,SM/L/CHAY/20,20,0,100.000,74.000
Cốc lipton có nắp,Hàng Gốm Sứ,CTM02,20,0,80.000,59.000
Cốc HB có quai chấm,Hàng Gốm Sứ,HB/C/Q/C,20,0,90.000,67.000
Thước len rùa 2,Len,LEN/TR2,19,0,50.000,37.000
Cốc bộ độc ẩm HB,Hàng Gốm Sứ,HB/C/1M,19,0,100.000,74.000
MR.VIET Cà Phê Hương Chồn - Cà Phê Rang Xay Túi 250g (MR.VIET Chon - Ground Coffee 250g Bag),"Đồ Ăn, Thức Uống",8938506647912,19,0,200.000,148.000
"""MR.VIET Cà Phê Đà Lạt - Cà Phê Rang Xay Túi 250g (MR.VIET Dalat - Ground Coffee 250g Bag)""","Đồ Ăn, Thức Uống",8938506647561,19,0,160.000,119.000
Nón Huế vẽ phong cảnh phi 40,"Nón, Nón treo",NHVPC/40,19,0,100.000,74.000
Hộp phấn sơn mài phi 10,Hàng Sơn Mài,SM/PHAN/10,19,0,150.000,111.000
Xoài sấy dẻo muối ớt gói 500g,"Đồ Ăn, Thức Uống",XSD/MO/500G,18,0,120.000,89.000
Túi CN thêu 15x24x4,"Túi xách, Làn, Ví",CLY/TT15244,18,0,100.000,74.000
Túi xách đeo vai cô gái Việt Nam nhỏ KT: 34x26cm,"Túi xách, Làn, Ví",TXDVCGVN/34X26,18,0,100.000,74.000
Kẹo Hải Hà cứng Bạc Hà gói 70g,"Đồ Ăn, Thức Uống",8934595021190,18,0,10.000,7.000
Trà ướp bông sen hộp 2 bông,"Đồ Ăn, Thức Uống",TUBS/H/2,18,0,120.000,89.000
XOÀI SẤY DẺO GÓI 500G,"Đồ Ăn, Thức Uống",XSD/500G,18,0,120.000,89.000
Ấm bộ độc ẩm HB,Hàng Gốm Sứ,HB/AM/1M,18,0,250.000,185.000
Phin cà phê F6 đã in logo Thống Nhất,Phin CF,PCP/6/I/TN,18,0,65.000,48.000
Đèn lồng tròn 40cm,Đèn lồng,DL/TRON/40,18,0,150.000,111.000
Trà Ô long Phú Sỹ vàng 100g,"Đồ Ăn, Thức Uống",8938505114583,18,0,70.000,52.000
MR.VIET Good Morning Vietnam - Cà Phê Rang Xay Túi 250g (GM Vietnam - Ground Coffee 250g Bag),"Đồ Ăn, Thức Uống",8938506647882,18,0,180.000,133.000
Móc khóa len cô gái áo dài đeo nón,Len,LEN/MKCGADDN,17,0,100.000,74.000
"Móc khóa len vịt ếch, vịt dâu",Len,LEN/MKVEVD,17,0,80.000,59.000
Xì gà LOTUS NO 2 (hộp sắt màu vàng),"Xì Gà, Thuốc Lá",8936031834234,17,0,850.000,630.000
Xì gà Lotus MINI NO 2 (hộp sắt màu đen),"Xì Gà, Thuốc Lá",8936031835897,17,0,250.000,185.000
Đèn lồng tỏi 30cm,Đèn lồng,DL/TOI/30,17,0,150.000,111.000
Bánh dừa nướng TopCoco HAPI gói 150g,"Đồ Ăn, Thức Uống",8938544489062,16,0,30.000,22.000
Rượu táo mèo yên bái 19% 100ml,Rượu,8938528985894,16,0,150.000,111.000
Bát sơn mài (bát gỗ),Hàng Sơn Mài,SM/BAT,16,0,70.000,52.000
Gác đũa HB sen,Hàng Gốm Sứ,HB/GD/SEN,16,0,35.000,26.000
Xì gà Lotus Victory ( hộp giấy 5 điếu ),"Xì Gà, Thuốc Lá",8936031840556,16,0,1.200.000,889.000
Đèn lồng tỏi 45cm,Đèn lồng,DL/TOI/45,16,0,200.000,148.000
"Sổ nhỏ ( vuông,hcn)",Thủ công mỹ nghệ,KG/SO/VCN,15,0,30.000,22.000
Cặp tóc len,Len,LEN/CT,15,0,20.000,15.000
Túi vải canvas in phong cảnh KT: 28x34,"Túi xách, Làn, Ví",TV/CANVAS/PC/28X34,15,0,150.000,111.000
Khay muối vuông HB,Hàng Gốm Sứ,HB/KHM/V,15,0,30.000,22.000
Đèn lồng tròn 45cm,Đèn lồng,DL/TRON/45,15,0,200.000,148.000
MR.VIET Cà Phê Hương Chồn- Cà Phê Hạt Rang (MR.VIET Chon- Roasted Coffee Beans) 250g,"Đồ Ăn, Thức Uống",8936135432954,15,0,220.000,163.000
Lót ly Sơn mài,Hàng Sơn Mài,SM/LOTLY,15,0,200.000,148.000
Rượu chanh leo đà lạt 19% 100ml,Rượu,8938528985870,14,0,150.000,111.000
Túi Canvas phong cảnh 32x35cm,"Túi xách, Làn, Ví",CLY/TCVS,14,0,150.000,111.000
Rượu gái mèo 100ml,Rượu,8938528985504,14,0,150.000,111.000
Kẹo Hải Hà cứng nhân Dâu gói 80g,"Đồ Ăn, Thức Uống",8936007390603,14,0,10.000,7.000
Gác rượu trứng,Hàng Sơn Mài,SM/GRU/TR,14,0,180.000,133.000
Quần áo dài đẹp,Quần Áo,CLY/QD,14,0,180.000,133.000
Đèn lồng tỏi 40cm,Đèn lồng,DL/TOI/40,14,0,150.000,111.000
Sầu riêng sấy lạnh Vinamit 60g,"Đồ Ăn, Thức Uống",8934743572178,14,0,100.000,74.000
Mr.Viet Hazelnut- Drip Bag Coffee 100g (MR.VIET Cà Phê Hương Hạt Dẻ- Cà Phê Phin Giấy 100g),"Đồ Ăn, Thức Uống",8936135432855,14,0,160.000,119.000
Mr.Viet Arabica- Drip Bag Coffee 100g (MR.VIET Cà Phê Arabica- Cà Phê Phin Giấy 100g),"Đồ Ăn, Thức Uống",8936135432862,14,0,160.000,119.000
Rượu xí muội 19% 100ml,Rượu,8938528985900,13,0,150.000,111.000
Côc HB vẽ,Hàng Gốm Sứ,C/HB/VE,13,0,80.000,59.000
Túi mề gà thêu 16x27,"Túi xách, Làn, Ví",CLY/TMG1627,13,0,100.000,74.000
Tranh sơn mài vuông cong 20x20,Hàng Sơn Mài,SM/TR/VC20,13,0,250.000,185.000
Xì gà LOTUS NO 1 (hộp giấy 5 điếu nâu),"Xì Gà, Thuốc Lá",XG/N/NO1,13,0,650.000,481.000
Đèn lồng tròn 20cm,Đèn lồng,DL/TRON/20,13,0,100.000,74.000
Hoa Đậu Biếc,"Đồ Ăn, Thức Uống",HOA/DB,13,0,50.000,37.000
Túi trống phi 20,"Túi xách, Làn, Ví",T/TRONG/20,13,0,200.000,148.000
Trà quế túi lọc Cộng (2gr x20),"Đồ Ăn, Thức Uống",CPC/TQ/L,13,0,80.000,59.000
MR.VIET Cà phê đen Americano (MR.VIET Americano Coffee),"Đồ Ăn, Thức Uống",8936135430202,13,0,120.000,89.000
Mr.Viet Chon- Drip Bag Coffee 100g (MR.VIET Cà Phê Hương Chồn- Cà Phê Phin Giấy 100g),"Đồ Ăn, Thức Uống",8936135432879,13,0,170.000,126.000
Bát gáo dừa đồng quê đỏ,Hàng Sơn Mài,SM/BGD/DQD,13,0,50.000,37.000
Hộp phấn sơn mài phi 6,Hàng Sơn Mài,SM/PHAN/6,13,0,70.000,52.000
Rượu chanh giấy miền tây 19% 100ml,Rượu,8938528985863,12,0,150.000,111.000
Rượu cô chanh 100ml,Rượu,8938528985474,12,0,150.000,111.000
Đĩa muối HB,Hàng Gốm Sứ,HB/DMU,12,0,40.000,30.000
Đĩa muối HB sen,Hàng Gốm Sứ,HB/DMU/SEN,12,0,40.000,30.000
Thìa cơm trâu sen,Hàng Gốm Sứ,THC/TS,12,0,30.000,22.000
Trà hoa cúc (gói),"Đồ Ăn, Thức Uống",TRA/HC,12,0,50.000,37.000
Bộ AC lõm quai mây,Hàng Gốm Sứ,TACTN01,12,0,250.000,185.000
Xì gà LOTUS NO 1 (hộp giấy 5 điếu vàng),"Xì Gà, Thuốc Lá",XG/V/NO1,12,0,650.000,481.000
CAPHE MOKA GÓI 200G,"Đồ Ăn, Thức Uống",CP/M/200G,12,0,140.000,104.000
Đèn lồng tròn 30cm,Đèn lồng,DL/TRON/30,12,0,150.000,111.000
Đĩa kê cốc CF xanh lá,Hàng Gốm Sứ,DCF/XL,12,0,20.000,15.000
Đèn lồng tỏi 35cm,Đèn lồng,DL/TOI/35,12,0,150.000,111.000
Cốc cà phê cao hoả biến,Hàng Gốm Sứ,T/CFTM/H/HB,12,0,120.000,89.000
Chân kê đĩa gỗ 18cm,Thủ công mỹ nghệ,CKD/18,12,0,50.000,37.000
Hộp trang sức SM hình chữ nhật KT 14x24,Hàng Sơn Mài,SM/HTS/14x24,12,0,500.000,370.000
Cam Sơn mài phi 16,Hàng Sơn Mài,SM/CAM16,12,0,200.000,148.000
Rượu quất hồng bì 100ml,Rượu,4938522985955,11,0,150.000,111.000
Capybara cầm cờ Việt Nam,Len,LEN/CPBARACCVN,11,0,150.000,111.000
Móc khóa len gấu đeo cờ size to,Len,LEN/MKGDC/T,11,0,100.000,74.000
Kẹo Hải Hà Chew sầu riêng gói 90g,"Đồ Ăn, Thức Uống",8934595060434,11,0,15.000,11.000
Cốc ngọc trai,Hàng Gốm Sứ,C/NT,11,0,80.000,59.000
Nón lụa vẽ nổi F43,"Nón, Nón treo",NLVN/43,11,0,500.000,370.000
Xì gà Lotus Short ( hộp giấy 10 điếu),"Xì Gà, Thuốc Lá",8936031841195,11,0,450.000,333.000
Bát gáo dừa hoa sen đỏ,Hàng Sơn Mài,SM/BGD/SEN/D,11,0,50.000,37.000
Cốc lọc trà nắp màu,Hàng Gốm Sứ,CLTM02/5M,11,0,100.000,74.000
Đèn lồng tròn 35cm,Đèn lồng,DL/TRON/35,11,0,150.000,111.000
Hạt điều gói 500g,"Đồ Ăn, Thức Uống",H/DIEU/G/500G,11,0,125.000,93.000
Khay tre hcn 22x35x3,"Khay tre, khảm trai, gỗ",KTHCN/22X35X3,11,0,140.000,104.000
Túi cói đeo vai KT: 21x31,"Túi xách, Làn, Ví",TCDV/21X31,11,0,200.000,148.000
Mít sấy vinamit MP gói 100g,"Đồ Ăn, Thức Uống",8934743042909,11,0,50.000,37.000
Xì gà HANOS - HNC56 ( ống nhôm 1 điếu),"Xì Gà, Thuốc Lá",XIGA/HNC56,11,0,900.000,667.000
Bát tre gắn trai,Hàng Sơn Mài,SM/BATTRE,11,0,70.000,52.000
Tranh sơn mài vuông 20x20,Hàng Sơn Mài,SM/TR/V20,11,0,250.000,185.000
Ví thổ cẩm hình cú khóa chuông KT 22x13,"Túi xách, Làn, Ví",TC/VHCKC/22X13,10,0,100.000,74.000
Rượu mận máu Hoàng Su Phì 100ml,Rượu,8938528985917,10,0,150.000,111.000
Túi mây hình chữ nhật thảm trai,"Túi xách, Làn, Ví",TMHCNTT,10,0,240.000,178.000
Thước len mix các loại,Len,LEN/TMCL,10,0,60.000,44.000
Tranh đĩa tròn sơn mài cong phi 20,Hàng Sơn Mài,SM/TR/DTC20,10,0,250.000,185.000
Bát cơm men kem CL,Hàng Gốm Sứ,T/BC/MK,10,0,40.000,30.000
Khay vuông gắn trai có tay cầm KT:30cm,"Khay tre, khảm trai, gỗ",KVGTCTC/30,10,0,220.000,163.000
Thuốc lá bao Lotus Slim- NĐ,"Xì Gà, Thuốc Lá",8936031838799,10,0,20.000,15.000
Bộ trà nhỏ 4C,Hàng Gốm Sứ,TACTN04,10,0,200.000,148.000
Chén Sake HB sen,Hàng Gốm Sứ,SAKE/C/HB/SEN,10,0,30.000,22.000
Làn nhựa cỡ M KT: 25-39cm,"Túi xách, Làn, Ví",LN/M/25-39,10,0,250.000,185.000
Bát gáo dừa hoa sen vàng,Hàng Sơn Mài,SM/BGD/SEN/V,10,0,50.000,37.000
Hộp Phấn sơn mài phi 8,Hàng Sơn Mài,SM/PHAN/8,10,0,80.000,59.000
Đèn lồng tròn 10cm,Đèn lồng,DL/TRON/10,10,0,50.000,37.000
Trà Matcha tam đường 100g,"Đồ Ăn, Thức Uống",8936095570307,10,0,150.000,111.000
Túi xách thổ cẩm quai gỗ KT: 34x30,"Túi xách, Làn, Ví",TC/TXQG/34X30,10,0,100.000,74.000
Mít sấy vinamit MP gói 210g,"Đồ Ăn, Thức Uống",8934743012131,10,0,110.000,81.000
Trà xanh túi lọc Cộng (2gr x20),"Đồ Ăn, Thức Uống",CPC/TX/L,10,0,80.000,59.000
Trà hoa Lài túi lọc Star Kitchen,"Đồ Ăn, Thức Uống",8938532872555,10,0,110.000,81.000
MR.VIET Cà Phê Hòa Tan 2 trong 1 (MR.VIET 2 in 1 Instant Coffee),"Đồ Ăn, Thức Uống",8936135430219,10,0,120.000,89.000
Bình phu thê SM cỡ trung,Hàng Sơn Mài,SM/VC/M,10,0,500.000,370.000
Kẹo chew nho đen Hải Hà 90G,"Đồ Ăn, Thức Uống",8934595060472,9,0,10.000,7.000
Móc khóa len mix đội nón,Len,LEN/MKMDN,9,0,50.000,37.000
Đĩa mặt trời S2 vẽ hoa CL,Hàng Gốm Sứ,ADMT01,9,0,150.000,111.000
Ví lụa thêu hoa 12x19,"Túi xách, Làn, Ví",CLY/VI1219,9,0,50.000,37.000
Kẹo Hải Hà nhân Dứa gói 80g,"Đồ Ăn, Thức Uống",8936007390580,9,0,10.000,7.000
Gác thìa HB sen,Hàng Gốm Sứ,HB/GTH/SEN,9,0,35.000,26.000
Xì gà Lotus MINI NO 2 (hộp sắt màu nâu),"Xì Gà, Thuốc Lá",8936031835910,9,0,250.000,185.000
Cốc bộ độc ẩm vẽ cl,Hàng Gốm Sứ,T/C/1M/CL,9,0,100.000,74.000
Lót ly gắn trai,Hàng Sơn Mài,SM/LOTLY01,9,0,170.000,126.000
Ví thổ cẩm cầm tay nắp lượn,"Túi xách, Làn, Ví",TC/VI/NL12X20,9,0,50.000,37.000
Cốc C phong cảnh HN,Hàng Gốm Sứ,COCC03,9,0,80.000,59.000
Bánh đậu xanh Hòa An hộp 100g,"Đồ Ăn, Thức Uống",8938539983049,9,0,15.000,11.000
Hạt macca lọ 500g,"Đồ Ăn, Thức Uống",H/MACCA/500G,9,0,130.000,96.000
Đĩa kê cốc CF đỏ,Hàng Gốm Sứ,DCF/D,9,0,20.000,15.000
Đĩa kê cốc cf nâu,Hàng Gốm Sứ,DCF/N,9,0,20.000,15.000
Khay tre hcn 25x38x3,"Khay tre, khảm trai, gỗ",KTHCN/25X38X3,9,0,150.000,111.000
Giá đũa,Đũa,TDTMV80,9,0,100.000,74.000
Hít vỉ 3 tem vàng,Thủ công mỹ nghệ,HV3TV,9,0,60.000,44.000
Bát gáo dừa cô gái vàng,Hàng Sơn Mài,SM/BGD/GAI/V,9,0,50.000,37.000
Bát gáo dừa đồng quê xanh dương,Hàng Sơn Mài,SM/BGD/DQXD,9,0,50.000,37.000
Bát gáo dừa đồng quê vàng,Hàng Sơn Mài,SM/BGD/DQV,9,0,50.000,37.000
Nón Huế vẽ hoa sen phi 40,"Nón, Nón treo",NHVHS/40,9,0,100.000,74.000
Nón trẻ em vẽ phi 34,"Nón, Nón treo",NTEV/34,9,0,80.000,59.000
Khay tròn thảm gỗ có quai KT phi 22,"Khay tre, khảm trai, gỗ",KTTGCQ/22,9,0,120.000,89.000
Cam Sơn mài phi 11,Hàng Sơn Mài,SM/CAM11,9,0,110.000,81.000
TRÀ HOA NHÀI (LỌ),"Đồ Ăn, Thức Uống",TRA/HNHAI,8,0,60.000,44.000
Chóe mini vẽ các loại,Hàng Gốm Sứ,ACH05,8,0,300.000,222.000
Rượu Kim Quất 100ml,Rượu,8938528985887,8,0,150.000,111.000
Rượu Mơ Yên Tử 250ml 19%,Rượu,8936105590158,8,0,200.000,148.000
Rượu mùa Hà Nội 100ml,Rượu,8938528985665,8,0,150.000,111.000
